recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1859-76-77-27;22141;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Worsteling Jacobs;Worsteling Jacobs.;Q59134173;;;;;;;;;;;;;;;;;250;hout;18;;;1) Behoorende van deze 5 den eigenaar in privé, - de overige 13 elders.;;43;;W.G. Stuger.;M.D. en wed. Sanches.;;M.D. Sanches.;;;Wors Jacopoe Anbéri.;;;;10;18 (opmerking 1);8;;18;1;;;;;;;;;;;;;;
1859-76-77-28;22142;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;La Diligence;La Diligence.;Q124830989;PSUR0175;;;;;;;;;;;;;;;;;hout;53;;;;;46;;P.C. Stuger.;Gebr. Oppenheimer.;;Gebr. Oppenheimer.;;;Moesé Hendriekie.;24;53;29;;;;;53;5;;;;;;;;;;;;;;
1859-76-77-29;22143;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Ayo;Ayo.;Q59115181;;;;;;;;;;;;;;;;;800;hout;8;;;;;49;;A.J.H. Cotino.;R.D. en R. Henriques Cotino.;;A.J.H. Cotino.;;;;;;;5;8;3;;8;7;;;;;;;;;;;;;;
1859-76-77-30;22144;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;L'Espérance;L'Espérance.;Q124831244;PSUR0171;;;;;;;;;;;;;;;;2000;suiker;125;;;;;49;;A.C. Limes.;Minderjarige kinderen van J. Tyndall.;Charbon en Zoon.;H.J. Blancke.;;;;67;125;58;;;;Stoom;125;6;;;;;;;;;;;;;;
1859-76-77-31;22145;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Quamabo;Quamabo.;Q59133113;PSUR0292;;;;;;;;;;;;;;;;1400;hout;19;;;;;49;;S.B. Louzada.;Boedel M.H. Cotino;;J.N. en J.B. de Mesquita.;;;;11;18;7;1;1;;;19;2;;;;;;;;;;;;;;
1859-76-77-32;22146;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Guinesche Vriendschap;Guinesche Vriendschap.;Q33181177;PSUR0128;;;;;;;;;;;;;;;;922;suiker;89;;;2) Behoorende elders.;;55;;M.C. Lionarons.;Gebr. Oppenheimer, M.C. Lionarons en Gebr. Barnett.;;Gebr. Oppenheimer, M.C. Lionarons en Gebr. Barnett.;;;Corbejansi.;50;87;37;1;2 (opmerking 2);1;Waterwerk;89;1;;;;;;;;;;;;;;
1859-76-77-33;22147;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Drie Gebroeders;De drie Gebroeders.;Q124830445;PSUR0074;;;;;;;;;;;;;;;;700;suiker;257;;;3) Waaronder 33 Port. emig.;;57;;J.G. van Emden.;E. van Emden, S.H. en Mej. G. de la Parra.;;E. van Emden.;;;;104;239;135;14;18;4;Stoom;257;37 (opmerking 3);;;;;;;;;;;;;;
1859-76-77-34;22148;1859;76-77;;;Rivier Suriname. links in 't afvaren. {;Suriname;Suriname;links afvaren;Klein Curaçao;Klein Curaçao.;Q59116814;;;;;;;;;;;;;;;;;250;kost;3;;;;;56;;J.M. Nahar.;Bl. Charrurier.;;Wed. C.H. Gallez.;;;;;;;2;3;1;;3;2;;;;;;;;;;;;;;
1859-80-81-35;22149;1859;80-81;;;Rivier Suriname, links in 't afvaren.{;Suriname;Suriname;links afvaren;Leonsberg;Leonsberg.;Q59116947;PSUR0197;;;;;;;;;;;;;;;;320;koffie;62;;;1) Hieronder 6 Port. emigr.;;1;;J. Greeve.;Abr. W. Oppenheimer en Alb. W. Oppenheimer.;;Abr. W. Oppenheimer.;;;Boekoe.;23;61;38;1;1;;;62;7 (opmerking 1);;;;;;;;;;;;;;
1859-80-81-36;22150;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Clevia;Clevia.;Q15873942;PSUR0058;;;;;;;;;;;;;;;;300;kweek;4;;;2) Hieronder 4 huurlingen. 3) Behoorende elders.;;2;;E.R. Gillard.;E.R. Gillard.;;E.R. Gillard.;;;;1;1;;3;3 (opmerking 3);;;4;5 (opmerking 2);;;;;;;;;;;;;;
1859-80-81-37;22151;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;De Morgenstond;Morgenstond.;Q59115470;PSUR0247;;;;;;;;;;;;;;;;1000;koffie;35;;;;;3;;J.J. Spiering.;J.J. Spiering.;;J.J. Spiering.;;;Bekkrie.;22;35;13;;;;;35;4;;;;;;;;;;;;;;
1859-80-81-38;135;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Geyersvlijt;Geijersvlijt en Johanneshoop. };Q4392658;PSUR0118;;;;;;;;;;Johannes-Hoop en Geyersvliet;Q131413096;;;;;471;koffie en cacao;147;;;;;5;;T. Jansen Eijken Sluijters.;Bl. D. Jansen Eijken Sluijters.;J. van Halmael en Comp.;T.J. Eijken Sluijters en J.F. Betten.;;;Jan Kooirie.;51;102;51;23;45;22;;147;3;;;;;;;;;;;;;;
1859-80-81-38a;136a;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Johanneshoop;Geijersvlijt en Johanneshoop. };Q59115741;;;;;;;;;;;Johannes-Hoop en Geyersvliet;Q131413096;Aan Plantage Geijersvlijt;Geyersvlijt;Q4392658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-80-81-39;22152;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Uit en te Huis;Uit en Thuis.;Q59133966;PSUR0329;;;;;;;;;;;;;;;;100;kost;2;;;;;7;;W.F. van Boom.;Minderj. J.L. en J.C. Jongeneel.;;A. Voordewind.;;;Maairi.;2;2;;;;;;2;2;;;;;;;;;;;;;;
1859-80-81-40;22153;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Mon Plaisir;Mon Plaisir.;Q124831607;PSUR0244;;;;;;;;;;;;;;;;100;kost;12;;;4) Behoorende elders.;;8;;L. Duinoord.;S. Soesman Jr.;;S. Soesman Jr.;;;Bossoe.;1;3;2;6;9 (opmerking 4);3;;12;4;;;;;;;;;;;;;;
1859-80-81-41;22154;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Elisabethshof;Elisabethtshof.;Q131413971;PSUR0101;;;;;;;;;;;;;;;;200;kost;8;;;;;9;;;E.J.S. Stuger.;;E.J.S. Stuger.;;;;4;8;4;;;;;8;;;;;;;;;;;;;;;
1859-80-81-42;22155;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Rainville;Rainville.;Q59133121;PSUR0262;;;;;;;;;;;;;;;;150;kost;16;;;Voorheen Nooit Volmaakt.;;10;;C. Busch.;C. Busch.;;C. Busch.;;;Mandra Soesman.;;;;8;16;8;;16;4;;;;;;;;;;;;;;
1859-80-81-43;22156;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Grond Combé;Grond Combé.;Q59115646;;;;;;;;;;;;;;;;;50;kost;;;;;;11;;;Erven Kemper.;;Erven Kemper.;;;;;;;;;;;;5;;;;;;;;;;;;;;
1859-80-81-44;22157;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Ma Retraite;Ma Retraite.;Q59117017;PSUR0224;;;;;;;;;;;;;;;;585;koffie;60;;;;;12;;S.A. Samuels.;S.A. Samuels.;;S.A. Samuels.;;;;11;18;7;16;42;26;;60;8;;;;;;;;;;;;;;
1859-80-81-45;22158;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Kwatta;Kwatta.;Q1757289;;;;;;;;;;;;;;;;;599;kost;39;;;;;12a.;;L. de Koning.;C. Conradi.;;C. Conradi.;;;;;;;23;39;16;;39;2;;;;;;;;;;;;;;
1859-80-81-46;22159;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;La Tourtonne;Tourtonne.;Q59116910;PSUR0326;;;;;;;;;;;;;;;;1550;koffie en cacao;51;;;;;13;;J.F. Julien.;C.R. Berner.;;C.R. Berner.;;;Kokonassi.;1;2;1;22;49;27;;51;7;;;;;;;;;;;;;;
1859-80-81-47;22160;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Beekhuizen;Beekhuizen.;Q59115202;PSUR0021;;;;;;;;;;;;;;;;2001;kweek;4;;;5) Behoorende elders. Behalve deze zijn er nog 13 kweekelingen lop de Centrale school, behoorende aan verschillende plantages.;;14;;P. Jurgensen.;Moravische Broederschap.;;H. Clemens.;;;;;;;3;4 (opmerking 5);1;;4;17;;;;;;;;;;;;;;
1859-80-81-48;22161;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Livorno;Livorno.;Q59116975;PSUR0202;;;;;;;;;;;;;;;;1500;suiker;109;;;6) Waaronder 3, behoorende elders;;15;;W.A.J.F. van Lelyveld.;Erven L.E.H. Forbergen, H. GCB. Weissen bruch, Bl. D. Jansen Eijken Sluijters, A.J.H. Berthoud en J. van West.;C.J. van West en van Halmael en Comp.;H.G. Roux, J.F. Betten, S.J. van West, T.J. Eijken Sluijters, F. Taunay Jz. en J.G. Sussenbach.;;;Wooriti.;50;100;50;5;9 (opmerking 6);4;Stoom;109;4;;;;;;;;;;;;;;
1859-80-81-49;22162;1859;80-81;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Dijkveld;Dijkveld.;Q59115514;PSUR0095;;;;;;;;;;;;;;;;1200;suiker;306;;;;;16;;J.J.D. Noordbergh van Brandwijk;Erven Fontane, geb. Roepel.;A.A. Roepel en W. Wilkens en Comp.;C. de Jong.;;;;145;306;161;;;;Stoom;306;4;;;;;;;;;;;;;;
1859-82-83-50;22163;1859;82-83;;;Rivier Suriname, links in 't afvaren.{;Suriname;Suriname;links afvaren;Tout Lui Faut;Tout Lui Faut.;Q59133948;PSUR0327;;;;;;;;;;;;;;;;2000;suiker;103;;;1) Waaronder 2, behoorende elders.;;17;;A. von Königslow-;Mevr. Douair. v.d. Spiegel, D.J. Heeneman en G.D. Maes.;G.E. van Goor en G.D. Maes;A. van Velzen en H.G. Roux.;;;;41;67;26;16;36;20 (opmerking 1);Waterwerk;103;2;;;;;;;;;;;;;;
1859-82-83-51;22164;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Houttuin;Houttuin.;Q59115705;PSUR0143;;;;;;;;;;;;;;;;2297;suiker;294;;;2) Hieronder begrepen de magt van plantage Libanon.;;18;;G.C.F. Leue.;G.E. Bosch Reitz, geb. Kuvel.;G.C. Bosch Reitz.;Mr. G.J.A. Bosch Reitz en A.F. Heijdt.;;;;118;289 (opmerking 2);171;3;5;2;Stoom;294;7;;;;;;;;;;;;;;
1859-82-83-52;22165;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Ornamibo;Ornamibo.;Q59133012;PSUR0272;;;;;;;;;;;;;;;;4088,5;suiker;200;;;3) Idem van plantage Vredenburg.;;19;;T.J. Blooker.;Erven D. Jansen Eijken Sluijters.;J. van Halmael en Comp.;T.J. Eijken Sluijters en J.F. Betten.;;;;107;200 (opmerking 3);93;;;;Stoom;200;3;;;;;;;;;;;;;;
1859-82-83-53;22166;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Boxel;Boxel.;Q2184109;PSUR0039;;;;;;;;;;;;;;;;3200;suiker;124;;;;;20;;Wash. Wilmans.;Th. Green en W. Wilmans.;;Th. Green en W. Wilmans.;;;;54;123;69;;1;1;Waterwerk;124;6;;;;;;;;;;;;;;
1859-82-83-54;22167;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Domburg;Domburg.;Q59115517;PSUR0096;;;;;;;;;;;;;;;;1035;kweek;9;;;4) Behoorende elders.;;;;C.F.W. Daser.;C.F.W. Daser.;;C.F.W. Daser.;;;;;;;7;9 (opmerking 4);2;;9;;;;;;;;;;;;;;;
1859-82-83-55;22168;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;La Rencontre;La Rencontre.;Q59116898;PSUR0184;;;;;;;;;;;;;;;;1500;suiker;226;;;;;23;;G.A.L. Wolff.;Erven Graaf de Neale.;v. Heukelom en Vollenhoven.;C. de Jong en P.R. Planteau.;;;Larikondré;67;147;80;28;79;51;Waterwerk;226;3;;;;;;;;;;;;;;
1859-82-83-56;22169;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Adrichem;Adrichem.;Q124812970;PSUR0004;;;;;;;;;;Waterland en Adrichem;Q59134062;;;;;;kost;52;;;;;24;;P.F. Brouwer.;Fonds v. neg., onder dir. van A. Krook van Harpen.;A. Krook van Harpen.;E. Kölle.;;;;25;52;27;;;;;52;1;;;;;;;;;;;;;;
1859-82-83-57;22170;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Waterland;Waterland.;Q59134059;PSUR0347;;;;;;;;;;Waterland en Adrichem;Q59134062;;;;;1426;suiker;85;;;;;25;;R. de Haas;W.E. Ruhmann.;;W.E. Ruhmann.;;;;31;61;30;16;24;8;Waterwerk;85;5;;;;;;;;;;;;;;
1859-82-83-58;22171;1859;82-83;;;Rivier Suriname, links in 't afvaren. {;Suriname;Suriname;links afvaren;Accaribo;Accaribo.;Q25703530;PSUR0002;;;;;;;;;;;;;;;;2380;suiker;145;;;5) Behoorende 3 elders.;;26;;J. Morison.;Th. van Schaak.;Th. van Schaak.;J.H. Bernard, J.F. Frouin en J. Morison.;;;Gran Pranasi.;53;114;61;12;31 (opmerking 5);19;Waterwerk;145;6;;;;;;;;;;;;;;
1859-82-83-59;22172;1859;82-83;;;Para, links in 't afvaren.{;Para Kreek;Para;links afvaren;Vredenburg;Vredenburg.;Q59134025;PSUR0340;;;;;;;;;;;;;;;;3200;kost;1;;;De magt is overgebragt op plantage Ornamibo.;;18;;Verhr. aan P. Nemele;Bl. D.J. Eijken Sluijters.;;;;;;;;;1;1;;;1;2;;;;;;;;;;;;;;
1859-82-83-60;22173;1859;82-83;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Altona;Altona.;Q59156173;PSUR0012;;;;;;;;;;;;;;;;3000;kost;10;;;;;;;J.A. Jacot (Huurder);B.E.T. Beijer.;;J. Machielsen.;;;;;;;5;10;5;;10;3;;;;;;;;;;;;;;
1859-82-83-61;22174;1859;82-83;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Onverdacht (Para Kreek);Onverdacht c.a.;Q131286984;PSUR0267;;;;;;;;;;;;;;;;724;hout;5;;;;;35;;C.J. Abendanon.;J.F. Werges.;;J.F. Werges.;;;;2;3;1;2;2;;;5;3;;;;;;;;;;;;;;
1859-82-83-62;22175;1859;82-83;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Onoribo;Onoribo.;Q124831720;PSUR0266;;;;;;;;;;;;;;;;10248;hout;89;;;;;36;;J.J. Heijdoorn.;Erven P.C. Nobel, R. le Chevalier en H.A. Boltman.;J.J. Poncelet en Zoon en H.A. Boltman.;H.A. Tirion, C.N. van Enspeijk Kleijnhoff en N.C.J. Baars.;;;Dan.;35;89;54;;;;;89;4;;;;;;;;;;;;;;
1859-82-83-63;22176;1859;82-83;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Osembo;Osembo.;Q59133017;PSUR0273;;;;;;;;;;;;;;;;6117;hout;143;;;;;37;;L.H. van Gardo.;Erven F. Beudeker.;;A. Wildeboer en H.R. Gummels Seq.;;;;77;143;66;;;;;143;4;;;;;;;;;;;;;;
1859-82-83-64;22177;1859;82-83;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Onverwacht (Para);Onverwacht.;Q124808568;PSUR0270;;;;;;;;;;;;;;;;3000;hout;175;;;;;38;;L.F. Lammens.;A.F. Lammens Jr.;;H.J. Blancke en A.F. Lammens Jr.;;;Bossée.;86;175;89;;;;;175;12;;;;;;;;;;;;;;
1859-84-85-65;22178;1859;84-85;;;Para, links in 't afvaren.{;Para Kreek;Para;links afvaren;Overtoom, Vreeland en Indigoveld;Overtoom, Vreeland en Indigoveld;Q130536011;PSUR0276;;Vreeland;Q124832147;Overtoom;Q59133031;Indigoveld (linkerzijde);Q59115714;;;;;;;;;16829,4;hout;196;;;;;39;;F. Wolff.;F.G. Caupain.;;F.P. Bouguenon.;;;Juran.;99;196;97;;;;;196;5;;;;;;;;;;;;;;
1859-84-85-66;22179;1859;84-85;;;Para, links in 't afvaren.{;Para Kreek;Para;links afvaren;Matuaribo;Matuaribo.;Q59117999;;;;;;;;;;;;;;;;;1000;kost;;;;;;;;J.H. Meinahlers.;J.H. Meinahlers.;;J.H. Meinahlers.;;;;;;;;;;;;1;;;;;;;;;;;;;;
1859-84-85-67;22180;1859;84-85;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;Berlijn;Berlijn.;Q59142787;PSUR0030;;;;;;;;;;;;;;;;21421;hout;370;;;1) Behoorende elders.;;54;;W. Shields;Robert Kirk.;R. Kirk.;J.J. Hewitt en M. Hutchison.;;;Bareen.;182;369;187;1;1 (opmerking 1);;;370;6;;;;;;;;;;;;;;
1859-84-85-68;22181;1859;84-85;;;Para, links in 't afvaren. {;Para Kreek;Para;links afvaren;L'Inquiétude;l'Inquiétude.;Q59116858;PSUR0173;;;;;;;;;;;;;;;;3062;hout;52;;;;;57;;J.D.L. Linge.;A.W. Oppenheimer.;;A.W. Oppenheimer.;;;;19;49;30;1;3;2;;52;1;;;;;;;;;;;;;;
1859-84-85-69;22182;1859;84-85;;;Para, regts in 't afvaren.{;Para Kreek;Para;rechts afvaren;Hanover;Hanover.;Q59115674;PSUR0134;;;;;;;;;;;;;;;;5136;hout;213;;;2) Behoorende aan pl. Twee Kinderen.;;42;;S.L. Slaterus.;F.W. Hostmann.;;A. Wildeboer en F.W. Hostmann Seq.;;;;100;202;102;6;11 (opmerking 2);5;;213;3;;;;;;;;;;;;;;
1859-84-85-70;22183;1859;84-85;;;Para, regts in 't afvaren.{;Para Kreek;Para;rechts afvaren;De Twee kinderen;Twee kinderen;Q59115484;PSUR0088;;;;;;;;;;;;;;;;;;;;;De magt verhuurd van Hannover.;;45;;;F.W. Hostmann.;;A. Wildeboer en F.W. Hostmann Seq.;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-84-85-71;22184;1859;84-85;;;Para, regts in 't afvaren.{;Para Kreek;Para;rechts afvaren;Loefbeek;Loefbeek;Q59116978;;;;;;;;;;;;;;;;;2500;kost;6;;;3) Behoorende elders.;;;;Q. van la Parra.;B.J. Wolff.;;Q. van la Parra.;;;;;;;4;6 (opmerking 3);2;;6;11;;;;;;;;;;;;;;
1859-84-85-72;22185;1859;84-85;;;Para, regts in 't afvaren. {;Para Kreek;Para;rechts afvaren;Klein L'Espérance;Klein l'Espérance.;Q59116817;;;;;;;;;;;;;;;;;300;kost;1;;;;;34;;C. Eijkenboom.;C. Eijkenboom.;;C. Eijkenboom.;;;Droljetie;;;;1;1;;;1;2;;;;;;;;;;;;;;
1859-84-85-73;22186;1859;84-85;;;Para, regts in 't afvaren. {;Para Kreek;Para;rechts afvaren;Discordia;Discordia.;Q131413929;;;;;;;;;;;;;;;;;1175;kost;;;;;;;;C.H. Bossé.;C.H. Bossé.;;C.H. Bossé.;;;;;;;;;;;;4;;;;;;;;;;;;;;
1859-84-85-74;22187;1859;84-85;;;Coropinakreek.{;Coropina Kreek;Para;;La Prospérité;La Prospérité.;Q59116889;PSUR0183;;;;;;;;;;;;;;;;3200;hout;196;;;;;;;C.H. Sussenbach;Bl. D. Jansen Eijken Sluijters.;J. van Halmael en Co.;T.J. Eijken Sluijters en J.F. Betten.;;;Polakki;91;196;105;;;;;196;2;;;;;;;;;;;;;;
1859-84-85-75;22188;1859;84-85;;;Coropinakreek.{;Coropina Kreek;Para;;Valkenburg;Valkenburg en;Q59133981;;;;;;;;;;;;;;;;;1000;kost;2;;;;;67;;J.D. Sarucco.;J.D. en J.C. Sarucco en H.C.A. Richter de Rooij.;;;;;;;;;1;2;1;;2;6;;;;;;;;;;;;;;
1859-84-85-76;22189;1859;84-85;;;Coropinakreek.{;Coropina Kreek;Para;;Mijn Hoop;Mijnhoop.;Q59118030;;;;;;;;;;;Valkenburg en Mijnhoop;Q131349083;;;;;;;;;;;;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859-84-85-77;22190;1859;84-85;;;Coropinakreek.{;Coropina Kreek;Para;;Vier Kinderen;De Vier Kinderen.;Q124832140;PSUR0091;;;;;;;;;;;;;;;;6961;hout;207;;;;;69;;J. Keesen;W.E. Ruhmann.;;W.E. Ruhmann.;;;Butnarikoetiri;116;207;91;;;;;207;3;;;;;;;;;;;;;;
1859-84-85-78;22191;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Ephraïmszegen;Ephraimszegen.;Q59115556;PSUR0105;;;;;;;;;;;;;;;;600;kost;5;;;;;;;Polak (Huurder);WEd. J. Sanches.;;M.D. Sanches;;;;4;5;1;;;;;5;;;;;;;;;;;;;;;
1859-84-85-79;22192;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Nieuw-Weergevonden;Nieuw weergevonden.;Q59132894;;;;;;;;;;;;;;;;;550;kost;9;;;;;73;;J.C. Scherfot;J.H. van Herwaarden.;;J.H. van Herwaarden.;;;Lysnaarbooitie.;;;;5;9;4;;9;5;;;;;;;;;;;;;;
1859-84-85-80;22193;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Nieuw-Zorg;Nieuwzorg.;Q59132896;;;;;;;;;;;;;;;;;250;kost;13;;;4) Waarvan 5, behoorende elders.;;74;;F. Maser;F. Maser.;;F. Maser.;;;;;;;9;13 (opmerking 4);4;;13;4;;;;;;;;;;;;;;
1859-84-85-81;22194;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Fredrikshoop;Frederikshoop.;Q59115594;;;;;;;;;;;;;;;;;250;kost;8;;;5) Waarvan 3, behoorende elders.;;76;;W.A.H. Abkenius.;C. Louiszoon.;;C. Louiszoon.;;;;;;;4;8 (opmerking 5);4;;8;4;;;;;;;;;;;;;;
1859-84-85-82;22195;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Abigaëlshoop;Abigaëlshoop.;Q59115116;;;;;;;;;;;;;;;;;250;kost;2;;;Behoorende elders.;;78;;C.D. Hijndman.;C.J. Hering.;;L. Zandvoort.;;;;;;;1;2;1;;2;2;;;;;;;;;;;;;;
1859-84-85-83;22196;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Abigaëlslust;Abigaëlslust.;Q59115117;;;;;;;;;;;;;;;;;250;kost;2;;;Behoorende elders.;;79;;;Boedel S.F. Pohl.;;J. Hulkenstein;;;;;;;2;2;;;2;1;;;;;;;;;;;;;;
1859-84-85-84;22197;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Anna's Lust;Anna's-lust.;Q59115155;;;;;;;;;;;;;;;;;500;kost;4;;;Behoorende 2 elders.;;80;;S.P.J. Wijngaard.;S.P.J. Wijngaard.;;S.P.J. Wijngaard.;;;;;;;3;4;1;;4;2;;;;;;;;;;;;;;
1859-84-85-85;22198;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Blij en Hoop;Bleijenhoop.;Q59115265;;;;;;;;;;;;;;;;;270,5;kost;2;;;;;;;C.H. Boschman.;C.H. Boschman.;;C.H. Boschman.;;;;;;;1;2;1;;2;2;;;;;;;;;;;;;;
1859-84-85-86;22199;1859;84-85;;;Pad van Wanica. {;Pad van Wanica;Paramaribo over land;;Klein Bleijenhoop;Klein Bleijenburg.;Q131414227;;;;;;;;;;;;;;;;;8;kost;;;;;;87;;G. Barkhuijzen;S.M.C.B. en H.A. van de Stede.;;S.M.C.B. en H.A. van de Stede.;;;;;;;;;;;;8;;;;;;;;;;;;;;
1859-88-89-87;22200;1859;88-89;;;Commetewane-kreek;Commetewane Kreek;Commewijne;;Sinabo en Gelre;Sinabo en Gelre.;Q2804784;PSUR0312;;Gelre;Q124830525;Sinabo;Q124831918;;;;;;;;;;;2742;suiker;107;;;1) Behoorende elders;;1;;H.A. van den Ham.;Jhr. Mr. H.M. van Weede c.s.;wed. van Hasselt en Comp.;H.G. Roux en B.C. van den Ende.;;;Ganda.;40;96;56;10;11 (opmerkin 1);1;Stoom;107;2;;;;;;;;;;;;;;
1859-88-89-88;22201;1859;88-89;;;Commetewane-kreek;Commetewane Kreek;Commewijne;;Nieuwzorg;Nieuwzorg;Q1840866;PSUR0260;;;;;;;;;;;;;;;;3220;suiker;308;;;;;3;;W. van Thol Jr.;Erven de la Jaille, Bl. Gerdeman, C.A. de Vismes en de Wed. Vereul en Zn.;G.C. Bosch Reitz, C.A. de Vismes en de Wed. Vereul en Zoon.;H.G. Roux, Mr. G.J.A. Bosch Reitz, A.F. Heijdt, D.M. Uhlenkamp J.C. Leysner en P. May.;;;La Sali.;139;308;169;;;;Waterwerk;308;4;;;;;;;;;;;;;;
1859-88-89-89;22202;1859;88-89;;;Commetewane-kreek;Commetewane Kreek;Commewijne;;Fortuin;t Fortuin.;Q13637207;PSUR0369;;;;;;;;;;;;;;;;1625;suiker;126;;;2) Behoorende elders;;4;;A. Weenink.;J. van Huijsken, c.s.;J. van Huijsken.;H.G. Roux.;;;Baki.;12;20;8;53;106 (opmerking 2);53;Waterwerk;126;2;;;;;;;;;;;;;;
1859-88-89-90;22203;1859;88-89;;;Commetewane-kreek;Commetewane Kreek;Commewijne;;Slootwijk;Slootwijk;Q2777030;PSUR0313;;;;;;;;;;;;;;;;1310;suiker;117;;;;;6;;A.C. Roman.;R. le Chevalier en Mr. W. Sautijn Kluit.;J.J. Poncelet en Zoon.;H.A. Tirion.;;;Baggri.;56;117;61;;;;Waterwerk;117;4;;;;;;;;;;;;;;
