recordid;id;year;page;litt_std;district_of_divisie;loc_org;loc_std;river_or_road;direction;plantation_std;plantation_org;plantation_id;psur_id;psur_id2;has_parts1_lab;has_parts1_id;has_parts2_lab;has_parts2_id;has_parts3_lab;has_parts3_id;has_parts4_lab;has_parts4_id;part_of_lab;part_of_id;reference_org;owned_by_lab;owned_by_id;owned_by_id2;size_std;product_std;enslaved_norm;enslaved_shared_with;function;additional_info;deserted;lot;administrateurs;directeuren;eigenaren;administrateurs_in_Europa;administrateurs_in_suriname;blank-officier;slaven;sranantongo_naam;plantage_mannelijke_niet_vrije_bewoners;plantage_totaal_niet_vrije_bewoners;plantage_vrouwelijke_niet_vrije_bewoners;privé_mannelijke_niet_vrije_bewoners;privé_totaal_niet_vrije_bewoners;privé_vrouwelijke_niet_vrije_bewoners;soort_van_molen;totaal_generaal_bewoners;vrije_bewoners;generaal_totaal_slaven;generale_macht_slaven_geschikt_tot_werken_plantages;generale_macht_slaven_geschikt_tot_werken_privé;generale_macht_slaven_ongeschikt_tot_werken_plantages;generale_macht_slaven_ongeschikt_tot_werken_privé;totaal_slaven_op_de_plantages_aanwezig_geschikt_tot_werk;totaal_slaven_op_de_plantages_aanwezig_ongeschikt_tot_werk;vrije_personen_op_plantages_jongens;vrije_personen_op_plantages_mannen;vrije_personen_op_plantages_meisjes;vrije_personen_op_plantages_vrouwen;vrije_personen_op_plantages_totaal;werktuig_stoom;werktuig_water
1839-96-829;14626;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;De Goede Hoop;De Goede Hoop.;Q59115446;PSUR0077;;;;;;;;;;;;;;;;500;koffie en cacao;71;;;;;;Jacot van Imthurn.;Jacot van Imthurn.;Jacot van Imthurn.;;;;71;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-830;14627;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Margaretha's Gift;Margaretha's-gift;Q59117049;;;;;;;;;;;;;;;;;;koffie;12;;;;;;J.F. Meyer.;J.F. Meyer.;J.F. Meyer.;;;;12;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-831;14628;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;De Herstelling;De Herstelling;Q104186352;;;;;;;;;;;;;;;;;500;koffie;20;;;;;;Wed. J. Vervuurt en M.G. Vervuurt.;M.G. Vervuurt.;Wed. J. Vervuurt en M.G. Vervuurt.;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-832;14629;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Weltevreden;Weltevreden;Q124805910;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-833;14630;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;De Goede Onderneming;De goede Onderneming;Q59115448;;;;;;;;;;;;;;;;;500;kost;;;;;;;F.v. Wanner.;J. Wanner.;F.v. Wanner.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-834;14631;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Kweekslust;Kweeklust;Q59116845;;;;;;;;;;;;;;;;;500;kost;2;;;;;;J. Rühle.;Jacoba Rüble.;Erv. C. Goede.;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-835;14632;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Misgunst;Misgunst;Q124831605;;;;;;;;;;;;;;;;;100;kost;;;;;;;;J.G. Kruger.;Wed. J. Muntz.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-836;14633;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Dirkshoop;Dirkshoop;Q59115515;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-837;14634;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Groningen;Groningen;Q508935;;;;;;;;;;;;;;;;;;;;;militaire post;Militaire Hoofd-Post.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-838;14635;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Gruttie;Gruttie;Q59115656;;;;;;;;;;;;;;;;;500;;2;;;;verlaten;;Eva van Fredriks;Eva van Fredriks;Eva van Fredriks;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-839;14636;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Smitfield;Smithsfield;Q59133840;;;;;;;;;;;;;;;;;1500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-840;14637;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Anna Maria;Anna Maria;Q59115151;PSUR0014;;;;;;;;;;;;;;;;1000;;90;;;;verlaten;;J.L. Karsseboom en H. Klint.;;Fds. onder dir. v.P. Wachter en Zonen.;;;;90;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-841;14638;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Catharina Sophia;Catharina Sophia;Q13457818;PSUR0054;;;;;;;;;;;;;;;;1500;suiker;262;;;;;;H. Kamerling, Kom. der P.W.B. en J. Zaal.;G.L.W. Leers.;Part. W.I. Bank.;;;;262;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-842;14639;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Carel François;Carel François;Q59115359;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-843;14640;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Braak;Braak;Q59115300;;;;;;;;;;;;;;;;;;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-844;14641;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Concordia;Concordia;Q137025865;;;;;;;;;;;;;;;;;250;koffie;80;;;;;;W. Elder.;W. Elder.;W. Elder.;;;;80;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-845;14642;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Caledonia;Caledonia;Q59115352;PSUR0051;;;;;;;;;;;;;;;;1000;koffie en cacao;46;;;;;;T.B. Parry.;A.v.d. Velden.;Boedel W.A. Carstairs.;;;;46;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-846;14643;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Barclay;Barclay;Q59115191;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-847;14644;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Greenfield;Greenfield;Q59115643;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-848;14645;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Nassau (militaire post);Nassau;Q131416294;;;;;;;;;;;;;;;;;;;;;militaire post;Militaire Post.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-849;14646;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Agenoria;Agenoria;Q59115130;;;;;;;;;;;;;;;;;500;;;;;;verlaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-96-850;14647;1839;96;H;;Rivier Saramacca, (beneden) linkerhand in het afvaren;Beneden-Saramacca;Saramacca;links afvaren;Kent;Kent;Q59115757;PSUR0158;;;;;;;;;;;;;;;;1000;suiker;300;;;;;;H. Kamerling en W. Gordon.;G.H. Gallup.;Bl. J. Hewitt.;;;;300;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-851;14648;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Johannesburg;Johannesburg;Q59115742;PSUR0154;;;;;;;;;;;;;;;;500;hout;3;;;;;;J.J. Bennernagel.;Primo v. Relotius.;J.J. Bennernagel.;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-852;14649;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Lust en Rust en Mon Plaisir;Lust en Rust en Mon Plaisir.;Q59117009;;;Lust en Rust;Q130535968;Mon Plaisir;Q124831608;;;;;;;;;;;1000;hout;1;;;;;;C.G. Frenckel.;C.G. Frenckel.;J.M. Welhaven.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-853;14650;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Zonhoop;Zonhoop;Q59134217;;;;;;;;;;;Zonhoop, Dankbaarheid en Land van Onverwacht;Q131349100;;;;;500;;;;;;;;C.G. Frenckel.;C.G. Frenckel.;Mustapha van Louisa v. Matthijs v. Lobbrecht.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-854;14651;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Dankbaarheid;Dankbaarheid;Q59115431;;;;;;;;;;;Zonhoop, Dankbaarheid en Land van Onverwacht;Q131349100;;;;;500;hout;;;;;;;C.G. Frenckel.;C.G. Frenckel.;Januarij en Krispijn v. Louisa van Matthijs v. Lobbrecht.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-855;14652;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;Onverwacht (Wanica);Land van Onverwacht;Q124808585;;;;;;;;;;;;;;;;;;kost;;;;;;;F.J.L.R.v. Onna.;S. Muller, Jr.;Bl. J.E.v. Onna.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-856;14653;1839;97;H;;Wanica-kreek, regterhand, uit Saramacca;Wanica Kreek;Saramacca;rechts uit Saramacca;De Verwachting;De Goede Verwachting;Q137911212;;;;;;;;;;;;;;;;;;;;;militaire post;Militair Piket.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-857;14654;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Moederszorg;Moederszorg;Q124831606;;;;;;;;;;;;;;;;;500;kost;;;;;;;B.N. Chocolaad.;B.N. Chocolaad.;Bet-Rose de Leon.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-858;14655;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Maria's Lust;Maria's lust.;Q124831567;;;;;;;;;;;;;;;;;500;kost;;;;;;;M.F. Petrus.;M.F. Petrus.;Margo van de Directie;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-859;14656;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Nooit Gedacht;Nooit gedacht;Q59132924;;;;;;;;;;;;;;;;;500;hout;;;;;;;T.A. Acton.;T.A. Acton.;T.A. Acton.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-860;14657;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Curaçao;Curaçao;Q104186199;;;;;;;;;;;;;;;;;500;hout;5;;;;;;B. à Cohen.;C.v. Zeeman.;B. à Cohen.;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-861;14658;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Nieuw Libanon;Nieuw Libanon;Q59132849;;;;;;;;;;;;;;;;;500;kost;7;;;;;;J.v.D. Mendes.;J.v.D. Mendes.;J.v.D. Mendes.;;;;7;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-862;14659;1839;97;H;;Wanica-kreek, linkerhand, uit Saramacca;Wanica Kreek;Saramacca;links uit Saramaracca;Daphina's Hoop;Daphina's-hoop;Q59115432;;;;;;;;;;;;;;;;;250;kost;5;;;;;;F.J.L. Rens v. Onna.;F.v. Heystvliet.;F.J.L. Rens v. Onna.;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-863;14660;1839;97;H;;Tawayarie-kreek, regterhand;Tawayarie Kreek;Saramacca;rechts;Welgevonden;Welgevonden;Q59134106;;;;;;;;;;;;;;;;;;hout;;;;;;;J. de Britto, Jr.;E. de Britto.;J. de Britto, Jr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-864;14661;1839;97;H;;Tawayarie-kreek, regterhand;Tawayarie Kreek;Saramacca;rechts;De Beproeving;De Beproeving;Q59115436;;;;;;;;;;;;;;;;;500;hout;10;;;;;;F.J.L.R.v. Onna.;J. Smith.;F.J.L.R.v. Onna.;;;;10;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-865;14662;1839;97;H;;Tawayarie-kreek, linkerhand;Tawayarie Kreek;Saramacca;links;Waterloo;Waterloo;Q28150229;;;;;;;;;;;;;;;;;2000;hout;;;;;;;J. Muller.;C. Muller.;Gebr. Muller.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-866;14663;1839;97;H;;Kanaal van Saramacca, regterhand, naar Paramaribo varende;Kanaal van Saramacca;Saramacca;rechts naar Paramaribo varend;De Goede Verwachting (Wanica);De Goede Verwachting;Q59115489;;;;;;;;;;;;;;;;;750;kweek;;;;;;;Joh. Muller.;D.v. Scheveningen;Gebr. Muller.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-97-867;14664;1839;97;H;;Kanaal van Saramacca, linkerhand, naar Paramaribo varende;Kanaal van Saramacca;Saramacca;links opvaren naar Paramaribo;Onverwacht (Achterland van);Achterland van Onverwacht;Q124831722;;;;;;;;;;;;;;;;;;kost;;;;;;;A.v.d. Directie.;A.v.d. Directie.;A.v.d. Directie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-869;14665;1839;98;H;;Het verlengde pad van Wanica;Pad van Wanica;Paramaribo over land;;Onverwacht, Duisburg en 1/2 Flora;Onverwacht Duisburg en ½ Flora. };Q59132994;PSUR0271;;Flora;Q2490145;Duisburg;Q135395727;;;;;;;;;;;1375;hout;25;;;;;;F.J.L. Rens v. Onna.;Bienvenu van v. Onna.;Boed. J.E.v. Onna.;;;;} 25;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-870;14666;1839;98;H;;Het verlengde pad van Wanica;Pad van Wanica;Paramaribo over land;;Zorg en Hoop en 1/2 Flora;Flora ½ en Zorg en Hoop };Q59134232;PSUR0361;;Flora;Q2490145;Zorg en Hoop;Q124832259;;;;;;;;;;;550;hout;;;;;;;J.J. en L.A. de Mesquita.;L.A. de Mesquita.;Boed. Ik. d'A.B. de Mesquita.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-871;14667;1839;98;H;;Het verlengde pad van Wanica;Pad van Wanica;Paramaribo over land;;Hermitage;Hermitage;Q59115684;;;;;;;;;;;;;;;;;525;hout;;;;;;;J.J. en L.A. de Mesquita.;L.A. de Mesquita.;Cordova.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-873;14668;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Inverness;Inverness;Q125117414;PSUR0147;;;;;;;;;;;;;;;;500;katoen;;;;;;;W. Mackintosh en W. Moore.;W. Moore.;W. Mackintosh en W. Moore.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-874;14669;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Hamilton;Hamilton;Q59115673;PSUR0132;;;;;;;;;;;;;;;;500;katoen;;;;;;;J. Taylor.;J. Taylor.;J. Taylor.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-875;14670;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Welgelegen;Welgelegen;Q125087711;PSUR0352;;;;;;;;;;;;;;;;500;;;;;;;;Kurators der N.W.K. en O.B. Kamer.;W.M.v. Tholl.;J. Moore ? en Bl. M. du Port ?.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-876;14671;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Hague;Hague;Q59115675;;;;;;;;;;;;;;;;;1000;;;;;;verlaten;;;;A. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-877;14672;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Moy;Moy;Q59119458;PSUR0237;;;;;;;;;;;;;;;;500;;;;;;verlaten;;W. Ferrier.;J.M. Bean.;D. Mc. Bean.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-878;14673;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Persévérance;Persévérance;Q59133062;PSUR0180;;;;;;;;;;;;;;;;500;;;;;;verlaten;;J. Harvie.;J. Harvie.;J. Harvie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-879;14674;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Cardrosspark ;Cardross, Park;Q59115358;;;;;;;;;;;Cardrosspark  en Bellevue;Q130536926;;;;;1000;;;;;;verlaten;;W. Ferrier.;W. Ferrier.;W. Ferrier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-880;14675;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Bellevue;en Bellevue;Q59115217;;;;;;;;;;;Cardrospark en Bellevue;Q130536926;;;;;500;katoen;;;;;;;D. Cameron.;D. Cameron.;D. Cameron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-881;14676;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Mary's Hope;Mary's hope;Q59117998;PSUR0230;;;;;;;;;;;;;;;;1250;;158;;;;;;Th. Trask, L.B. Slengarde en W. Lennon.;A. Allen.;Bl. E. Conolly.;;;;158;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-882;14677;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Totness;Totness;Q59133938;;;;;;;;;;;;;;;;;1000;;;;;;;;J. Bent.;J. Bent.;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-883;14678;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Friendship;Friendship;Q59115600;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;500;katoen;;;;;;;C. Campbell, Jr.;A. Cummings.;C. Campbell, Dent en Co.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-884;14679;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Coronie (militaire post);Corona;Q131416184;;;;;;;;;;;;;;;;;;;;;militaire post;Militaire Post, aan den mond der Corona-Kreek.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-885;14680;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Bantaskine;Bantaskine;Q59115189;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;1000;katoen;;;;;;;C. Campbell, Jr.;A. Cummings.;C. Campbell, Dent en Co.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-886;14681;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;John;John;Q59115747;;;;;;;;;;;John, Bantaskine en Friendship;Q130536009;;;;;500;katoen;;;;;;;Erv. A. Cameron.;A. Mackintosh.;Boed. Wilson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-887;14682;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Belladrum;Belladrun;Q59115216;PSUR0023;;;;;;;;;;;;;;;;500;katoen;;;;;;;J. Macdonald.;J. Macdonald.;J. Macdonald.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-888;14683;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Johanna Maria;Lot No. 218 Johanna Maria.;Q1757548;PSUR0153;;;;;;;;;;;;;;;;;katoen;;;;;;;Is. Robertson.;J. Wilkens.;James Robertson.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-889;14684;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Novar;Novar;Q59132942;PSUR0263;;;;;;;;;;;;;;;;250;katoen;;;;;;;D.J. Presburg en N. Herbert.;J. Munroe.;Boed. C. Stuart.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-890;14685;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Clyde;Clyde;Q59115396;PSUR0060;;;;;;;;;;;;;;;;250;katoen;;;;;;;Erv. A. Cameron.;W. Mackintosh.;Erv. A. Cameron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-98-891;14686;1839;98;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Leasowes;Leasowes;Q59116940;;;;;;;;;;;Leasowes en Clyde;Q131413313;;;;;1000;katoen;;;;;;;Erv. A. Cameron.;W. Mackintosh.;Erv. A. Cameron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-892;14687;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Sarah;Sarah;Q59133279;PSUR0307;;;;;;;;;;;;;;;;1000;katoen;214;;;;;;L.B. Slengarde en J.F. Farwell.;J. van Thol.;J. Bent.;;;;214;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-893;14688;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Burnside;Burnside;Q59115340;PSUR0050;;;;;;;;;;;;;;;;1000;katoen;;;;;;;J. Robertson.;A. Cameron.;W. Punnet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-894;14689;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Lot 208;Lot No. 208;Q59116987;;;;;;;;;;;Lot 208 en Hope 209;Q131349047;;;;;;katoen;;;;;;;C. Campbell, Jr.;Jacobus v. Toll.;C. Campbell, Dent en Co.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-895;14690;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Hope 209;Hope, Lot No 209;Q124830844;PSUR0210;;;;;;;;;;Lot 208 en Hope 208;Q131349046;;;;;1000;katoen;;;;;;;F.W. Faerber.;F.W. Faerber.;Wed. v. Thol.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-896;14691;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Oxford;Oxford;Q59133034;;;;;;;;;;;;;;;;;1000;;;;;;verlaten;;;;Bl. S. Ricketts en J. Hewitt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-897;14692;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Potosie;Potosie;Q59133100;PSUR0288;;;;;;;;;;;;;;;;1500;katoen;131;;;;;;T.B. Parry.;B.H. Boulter.;Bl. W.A. Carstairs.;;;;131;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-898;14693;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Buckleburg;Bucklebury;Q59115338;;;;;;;;;;;;;;;;;1000;katoen;;;;;;;L.B. Slengarde en J.F. Farwell.;J. van Thol.;J. Bent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-899;14694;1839;99;H;;Opper-district Nickerie;Atlantische kust;Atlantische kust;;Waltonhall;Waltonhall;Q59134054;;;;;;;;;;;;;;;;;500;katoen;;;;;;;;;J. Walton.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-900;14695;1839;99;H;;Rijweg, regterhand;Atlantische kust;Atlantische kust;rechts;Diamond;Diamond;Q28150537;PSUR0094;;;;;;;;;;;;;;;;1000;katoen;93;;;;;;J. Cruickshank, A. Macdonald en A. Desse.;Rt. Cruickshank.;R.A. en J. Cruickshank.;;;;93;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-901;14696;1839;99;H;;Rijweg, regterhand;Atlantische kust;Atlantische kust;rechts;Leadshall;Leadshall;Q59116932;PSUR0192;;;;;;;;;;;;;;;;500;katoen;2;;;;;;W. Gordon, J.v. Beerenstijn en J. Wilson, Jr.;J.v. Beerenstijn.;G. Nicholson.;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-902;14697;1839;99;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Union;Union;Q59133968;PSUR0331;PSUR0330;;;;;;;;;;;;;;;500;katoen;112;;;;;;J. Cruickshank, A. Macdonald en A. Desse.;A. Macdonald.;R.A. en J. Cruickshank.;;;;112;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-903;14698;1839;99;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Good Intent;Good-intend;Q59115633;PSUR0121;;;;;;;;;;;;;;;;250;katoen;9;;;;;;R. Cruden.;J.M. Beuleetch.;Erv. G. Cruden.;;;;9;;;;;;;;;;;;;;;;;;;;;;;;
1839-99-904;14699;1839;99;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Providence;Providence;Q59133108;PSUR0290;;;;;;;;;;;;;;;;500;katoen;141;;;;;;N. Herbert, Jr.;Is. Tyndall.;Erv. N. Herbert.;;;;141;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-910;14700;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Zealand;Sealand;Q59134180;;;;;;;;;;;;;;;;;1000;;;;;;verlaten;;;;Al. Macdonald.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-911;14701;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Gloucester;Gloucester;Q59115620;;;;;;;;;;;Gloucester en Hope;Q131349016;;;;;500;katoen;59;;;;;;George Nicholson.;J.v. Beerenstijn.;George Nicholson.;;;;59;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-912;14702;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Hope;Hope;Q59115702;;;;;;;;;;;Gloucester en Hope;Q131349016;;;;;500;;;;;;verlaten;;{ G. Fraser, A. Desse en J. Gordon.;;G. Fraser.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840-100-913;14703;1840;100;H;;Rijweg, linkerhand;Atlantische kust;Atlantische kust;links;Forgue;Forgue;Q59115588;PSUR0111;;;;;;;;;;;;;;;;500;katoen;84;;;;;;{ G. Fraser, A. Desse en J. Gordon.;S.J. Ricketts.;Erv. W. Fraser.;;;;84;;;;;;;;;;;;;;;;;;;;;;;;
