lpId,adres1885,straatnaam1885,zoneType,lpAddressStatus,isLinkableAddress,linkingStatus,hasGeometry,candidateCount,candidateSummary
1152,E126,Drambrandersgracht,older-regime,address,yes,matched,yes,3,3146 | 1837 | E.126 | Drambrandersgracht | 1837-exact-components+street || 3147 | 1837 | E.126 | Drambrandersgracht | 1837-exact-components+street || 3156 | 1837 | E.126 | Drambrandersgracht | 1837-exact-components+street
1153,E127b,Drambrandersgracht,older-regime,address,yes,matched,yes,7,3172 | 1837 | E.127b | Drambrandersgracht | 1837-exact-components+street || 3173 | 1837 | E.127a | Drambrandersgracht | 1837-fallback-core-only+street || 3174 | 1837 | E.127 | Drambrandersgracht | 1837-fallback-core-only+street || 3175 | 1837 | E.127 | Drambrandersgracht | 1837-fallback-core-only+street || 3176 | 1837 | E.127 | Drambrandersgracht | 1837-fallback-core-only+street || 3177 | 1837 | E.127 | Drambrandersgracht | 1837-fallback-core-only+street || 3178 | 1837 | E.127 | Drambrandersgracht | 1837-fallback-core-only+street
1154,E128,Drambrandersgracht,older-regime,address,yes,matched,yes,4,3166 | 1837 | E.128b | Drambrandersgracht | 1837-fallback-core-only+street || 3167 | 1837 | E.128a | Drambrandersgracht | 1837-fallback-core-only+street || 3168 | 1837 | E.128 | Drambrandersgracht | 1837-exact-components+street || 3169 | 1837 | E.128 | Drambrandersgracht | 1837-exact-components+street
1155,E129a,Drambrandersgracht,older-regime,address,yes,matched,yes,1,3179 | 1837 | E.129 | Drambrandersgracht | 1837-fallback-core-only+street
1156,E130a,Drambrandersgracht,older-regime,address,yes,matched,yes,6,3183 | 1837 | E.130b | Drambrandersgracht | 1837-fallback-core-only+street || 3184 | 1837 | E.130 | Drambrandersgracht | 1837-fallback-core-only+street || 3185 | 1837 | E.130a | Drambrandersgracht | 1837-exact-components+street || 3186 | 1837 | E.130 | Drambrandersgracht | 1837-fallback-core-only+street || 3190 | 1837 | E.130 | Drambrandersgracht | 1837-fallback-core-only+street || 3191 | 1837 | E.130 | Drambrandersgracht | 1837-fallback-core-only+street
1157,E131,Drambrandersgracht,older-regime,address,yes,matched,yes,12,2881 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2882 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2883 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2884 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2885 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2886 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2887 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street || 2888 | 1837 | E.131 | Drambrandersgracht | 1837-exact-components+street
1158,E132,Rust en Vreedestraat,older-regime,address,yes,matched,yes,4,3200 | 1837 | E.132 | Rust en Vredestraat | 1837-exact-components || 3201 | 1837 | E.132 | Rust en Vredestraat | 1837-exact-components || 3202 | 1837 | E.132 | Rust en Vredestraat | 1837-exact-components || 3203 | 1837 | E.132 | Rust en Vredestraat | 1837-exact-components
1159,E136a,Rust en Vreedestraat,older-regime,address,yes,matched,yes,5,3461 | 1837 | E.136 | Rust en Vredestraat | 1837-fallback-core-only || 3462 | 1837 | E.136 | Rust en Vredestraat | 1837-fallback-core-only || 3463 | 1837 | E.136 | Rust en Vredestraat | 1837-fallback-core-only || 3464 | 1837 | E.136 | Rust en Vredestraat | 1837-fallback-core-only || 3465 | 1837 | E.136 | Rust en Vredestraat | 1837-fallback-core-only
1160,E133,Rust en Vreedestraat,older-regime,address,yes,matched,yes,1,3219 | 1837 | E.133 | Rust en Vredestraat | 1837-exact-components
1161,E134,Rust en Vreedestraat,older-regime,address,yes,matched,yes,4,3253 | 1837 | E.134 | Rust en Vredestraat | 1837-exact-components || 3254 | 1837 | E.134 | Rust en Vredestraat | 1837-exact-components || 3255 | 1837 | E.134 | Rust en Vredestraat | 1837-exact-components || 3256 | 1837 | E.134 | Rust en Vredestraat | 1837-exact-components
1162,E135,Rust en Vreedestraat,older-regime,address,yes,matched,yes,1,3466 | 1837 | E.135 | Rust en Vredestraat | 1837-exact-components
1163,E137,Rust en Vreedestraat,older-regime,address,yes,matched,yes,1,2897 | 1837 | E.137 | Rust en Vredestraat | 1837-exact-components
1164,E141b,Rust en Vreedestraat,older-regime,address,yes,matched,yes,3,3376 | 1837 | E.141b | Rust en Vredestraat | 1837-exact-components || 3377 | 1837 | E.141a | Rust en Vredestraat | 1837-fallback-core-only || 3378 | 1837 | E.141aa | Rust en Vredestraat | 1837-fallback-core-only
1165,E138,Rust en Vreedestraat,older-regime,address,yes,matched,yes,4,3506 | 1837 | E.138 | Rust en Vredestraat | 1837-exact-components || 3507 | 1837 | E.138 | Rust en Vredestraat | 1837-exact-components || 3508 | 1837 | E.138 | Rust en Vredestraat | 1837-exact-components || 3509 | 1837 | E.138 | Rust en Vredestraat | 1837-exact-components
1166,E139,Rust en Vreedestraat,older-regime,address,yes,matched,yes,1,2895 | 1837 | E.139 | Rust en Vredestraat | 1837-exact-components
1167,E140aa,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,3383 | 1837 | E.140a | Rust en Vredestraat | 1837-fallback-core-only || 3384 | 1837 | E.140b | Rust en Vredestraat | 1837-fallback-core-only
1168,E142,Rust en Vreedestraat,older-regime,address,yes,matched,yes,3,2680 | 1837 | E.142 | Rust en Vredestraat | 1837-exact-components || 2681 | 1837 | E.142 | Rust en Vredestraat | 1837-exact-components || 2682 | 1837 | E.142 | Rust en Vredestraat | 1837-exact-components
1169,E143,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,1902 | 1837 | E.143 | Rust en Vredestraat | 1837-exact-components || 1903 | 1837 | E.143 | Rust en Vredestraat | 1837-exact-components
1170,E144,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,2432 | 1837 | E.144 | Rust en Vredestraat | 1837-exact-components || 2433 | 1837 | E.144 | Rust en Vredestraat | 1837-exact-components
1171,E145,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,2216 | 1837 | E.145 | Rust en Vredestraat | 1837-exact-components || 2677 | 1837 | E.145a | Rust en Vredestraat | 1837-fallback-core-only
1172,E148,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,2043 | 1837 | E.148 | Rust en Vredestraat | 1837-exact-components || 2044 | 1837 | E.148 | Rust en Vredestraat | 1837-exact-components
1173,E147,Rust en Vreedestraat,older-regime,address,yes,matched,yes,1,2042 | 1837 | E.147 | Rust en Vredestraat | 1837-exact-components
1174,E146b,Rust en Vreedestraat,older-regime,address,yes,matched,yes,2,2674 | 1837 | E.146a | Rust en Vredestraat | 1837-fallback-core-only || 2675 | 1837 | E.146b | Rust en Vredestraat | 1837-exact-components
1175,E149,Hofstraat,older-regime,address,yes,matched,yes,5,2451 | 1837 | E.149 | Hofstraat | 1837-exact-components+street || 2452 | 1837 | E.149 | Hofstraat | 1837-exact-components+street || 2453 | 1837 | E.149 | Hofstraat | 1837-exact-components+street || 2454 | 1837 | E.149 | Hofstraat | 1837-exact-components+street || 2455 | 1837 | E.149 | Hofstraat | 1837-exact-components+street
1176,E154,Hofstraat,older-regime,address,yes,matched,yes,5,1859 | 1837 | E.154 | Hofstraat | 1837-exact-components+street || 1860 | 1837 | E.154 | Hofstraat | 1837-exact-components+street || 1861 | 1837 | E.154 | Hofstraat | 1837-exact-components+street || 1862 | 1837 | E.154 | Hofstraat | 1837-exact-components+street || 1863 | 1837 | E.154 | Hofstraat | 1837-exact-components+street
1177,E153a,Hofstraat,older-regime,address,yes,matched,yes,3,1852 | 1837 | E.153b | Hofstraat | 1837-fallback-core-only+street || 1853 | 1837 | E.153a | Hofstraat | 1837-exact-components+street || 1854 | 1837 | E.153 | Hofstraat | 1837-fallback-core-only+street
1178,E152a,Hofstraat,older-regime,address,yes,matched,yes,2,1848 | 1837 | E.152b | Hofstraat | 1837-fallback-core-only+street || 1849 | 1837 | E.152a | Hofstraat | 1837-exact-components+street
1179,E150,Hofstraat,older-regime,address,yes,matched,yes,2,2546 | 1837 | E.150a | Hofstraat | 1837-fallback-core-only+street || 2547 | 1837 | E.150 | Hofstraat | 1837-exact-components+street
1180,E151,Hofstraat,older-regime,address,yes,matched,yes,1,2235 | 1837 | E.151 | Hofstraat | 1837-exact-components+street
1181,E155a,Hofstraat,older-regime,address,yes,matched,yes,5,1876 | 1837 | E.155 | Hofstraat | 1837-fallback-core-only+street || 1877 | 1837 | E.155 | Hofstraat | 1837-fallback-core-only+street || 1878 | 1837 | E.155 | Hofstraat | 1837-fallback-core-only+street || 1879 | 1837 | E.155 | Hofstraat | 1837-fallback-core-only+street || 1880 | 1837 | E.155 | Hofstraat | 1837-fallback-core-only+street
1182,E161,Hofstraat,older-regime,address,yes,matched,yes,2,2683 | 1837 | E.161 | Hofstraat | 1837-exact-components+street || 2684 | 1837 | E.161 | Hofstraat | 1837-exact-components+street
1183,E160a,Hofstraat,older-regime,address,yes,matched,yes,3,2553 | 1837 | E.160b | Hofstraat | 1837-fallback-core-only+street || 2554 | 1837 | E.160 | Hofstraat | 1837-fallback-core-only+street || 2555 | 1837 | E.160a | Hofstraat | 1837-exact-components+street
1184,E156a,Hofstraat,older-regime,address,yes,matched,yes,3,1881 | 1837 | E.156 | Hofstraat | 1837-fallback-core-only+street || 1882 | 1837 | E.156b | Hofstraat | 1837-fallback-core-only+street || 1883 | 1837 | E.156a | Hofstraat | 1837-exact-components+street
1185,E157,Hofstraat,older-regime,address,yes,matched,yes,2,1884 | 1837 | E.157 | Hofstraat | 1837-exact-components+street || 1885 | 1837 | E.157 | Hofstraat | 1837-exact-components+street
1186,E158,Hofstraat,older-regime,address,yes,matched,yes,1,2851 | 1837 | E.158 | Hofstraat | 1837-exact-components+street
1187,E159,Hofstraat,older-regime,address,yes,matched,yes,2,1890 | 1837 | E.159b | Hofstraat | 1837-fallback-core-only+street || 1891 | 1837 | E.159a | Hofstraat | 1837-fallback-core-only+street
1188,E162,Hofstraat,older-regime,address,yes,matched,yes,3,2816 | 1837 | E.162 | Hofstraat | 1837-exact-components+street || 2817 | 1837 | E.162 | Hofstraat | 1837-exact-components+street || 2818 | 1837 | E.162 | Hofstraat | 1837-exact-components+street
1189,E166a,Hofstraat,older-regime,address,yes,matched,yes,4,1870 | 1837 | E.166a | Hofstraat | 1837-exact-components+street || 1871 | 1837 | E.166b | Hofstraat | 1837-fallback-core-only+street || 1872 | 1837 | E.166b | Hofstraat | 1837-fallback-core-only+street || 1875 | 1837 | E.166a | Hofstraat | 1837-exact-components+street
1190,E165,Hofstraat,older-regime,address,yes,matched,yes,2,1868 | 1837 | E.165a | Hofstraat | 1837-fallback-core-only+street || 1869 | 1837 | E.165b | Hofstraat | 1837-fallback-core-only+street
1191,E164,Hofstraat,older-regime,address,yes,matched,yes,2,1888 | 1837 | E.164a | Hofstraat | 1837-fallback-core-only+street || 1889 | 1837 | E.164b | Hofstraat | 1837-fallback-core-only+street
1192,E163a,Hofstraat,older-regime,address,yes,matched,yes,2,1886 | 1837 | E.163a | Hofstraat | 1837-exact-components+street || 1887 | 1837 | E.163b | Hofstraat | 1837-fallback-core-only+street
1193,E167a,Hofstraat,older-regime,address,yes,matched,yes,4,1855 | 1837 | E.167a | Hofstraat | 1837-exact-components+street || 1856 | 1837 | E.167b | Hofstraat | 1837-fallback-core-only+street || 1857 | 1837 | E.167b | Hofstraat | 1837-fallback-core-only+street || 1858 | 1837 | E.167 | Hofstraat | 1837-fallback-core-only+street
1194,E170b,Hofstraat,older-regime,address,yes,matched,yes,2,1846 | 1837 | E.170a | Hofstraat | 1837-fallback-core-only+street || 1847 | 1837 | E.170b | Hofstraat | 1837-exact-components+street
1195,E169,Hofstraat,older-regime,address,yes,matched,yes,2,1850 | 1837 | E.169 | Hofstraat | 1837-exact-components+street || 1851 | 1837 | E.169 | Hofstraat | 1837-exact-components+street
1196,E168a,Hofstraat,older-regime,address,yes,matched,yes,2,2282 | 1837 | E.168 | Hofstraat | 1837-fallback-core-only+street || 2283 | 1837 | E.168 | Hofstraat | 1837-fallback-core-only+street
1197,E171a,Princestraat,older-regime,address,yes,matched,yes,4,1841 | 1837 | E.171 | Hofstraat | 1837-fallback-core-only || 1842 | 1837 | E.171 | Hofstraat | 1837-fallback-core-only || 1843 | 1837 | E.171a | Hofstraat | 1837-exact-components || 1844 | 1837 | E.171b | Hofstraat | 1837-fallback-core-only
1198,E172,Hofstraat,older-regime,address,yes,matched,yes,4,1834 | 1837 | E.172 | Drambrandersgracht | 1837-exact-components || 1835 | 1837 | E.172 | Drambrandersgracht | 1837-exact-components || 1836 | 1837 | E.172 | Hofstraat | 1837-exact-components+street || 1837 | 1837 | E.172 | Hofstraat | 1837-exact-components+street
1199,E173,Hofstraat,older-regime,address,yes,matched,yes,3,1845 | 1837 | E.173 | Hofstraat | 1837-exact-components+street || 2543 | 1837 | E.173 | Hofstraat | 1837-exact-components+street || 2544 | 1837 | E.173 | Hofstraat | 1837-exact-components+street
1200,E174,Drambrandersgracht,older-regime,address,yes,matched,yes,3,2605 | 1837 | E.174 | Hofstraat | 1837-exact-components || 2606 | 1837 | E.174 | Hofstraat | 1837-exact-components || 2607 | 1837 | E.174 | Hofstraat | 1837-exact-components
1201,E175b,Drambrandersgracht,older-regime,address,yes,matched,yes,4,1824 | 1837 | E.175 | Drambrandersgracht | 1837-fallback-core-only+street || 1825 | 1837 | E.175 | Drambrandersgracht | 1837-fallback-core-only+street || 1826 | 1837 | E.175 | Drambrandersgracht | 1837-fallback-core-only+street || 1827 | 1837 | E.175 | Drambrandersgracht | 1837-fallback-core-only+street
1202,E176,Drambrandersgracht,older-regime,address,yes,matched,yes,1,1828 | 1837 | E.176 | Drambrandersgracht | 1837-exact-components+street
1203,E177,Drambrandersgracht,older-regime,address,yes,matched,yes,1,1830 | 1837 | E.177 | Drambrandersgracht | 1837-exact-components+street
1204,E178,Drambrandersgracht,older-regime,address,yes,matched,yes,1,1831 | 1837 | E.178 | Drambrandersgracht | 1837-exact-components+street
1205,E179,Drambrandersgracht,older-regime,address,yes,matched,yes,2,1832 | 1837 | E.179 | Drambrandersgracht | 1837-exact-components+street || 1833 | 1837 | E.179 | Drambrandersgracht | 1837-exact-components+street
1206,E180,Drambrandersgracht,older-regime,address,yes,matched,yes,3,1715 | 1837 | E.180 | Grote Dwarsstraat | 1837-exact-components || 2227 | 1837 | E.180 | Grote Dwarsstraat | 1837-exact-components || 2456 | 1837 | E.180 | Grote Dwarsstraat | 1837-exact-components
1207,E181,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1716 | 1837 | E.181 | Grote Dwarsstraat | 1837-exact-components || 1717 | 1837 | E.181 | Grote Dwarsstraat | 1837-exact-components
1208,E183b,Groote Dwarsstraat,older-regime,address,yes,matched,yes,5,2548 | 1837 | E.183a | Grote Dwarsstraat | 1837-fallback-core-only || 2549 | 1837 | E.183b | Grote Dwarsstraat | 1837-exact-components || 2550 | 1837 | E.183 | Grote Dwarsstraat | 1837-fallback-core-only || 2551 | 1837 | E.183 | Grote Dwarsstraat | 1837-fallback-core-only || 2552 | 1837 | E.183 | Grote Dwarsstraat | 1837-fallback-core-only
1209,E182,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2462 | 1837 | E.182 | Grote Dwarsstraat | 1837-exact-components
1210,E184aa,Groote Dwarsstraat,older-regime,address,yes,matched,yes,5,2228 | 1837 | E.184b | Grote Dwarsstraat | 1837-fallback-core-only || 2229 | 1837 | E.184a | Grote Dwarsstraat | 1837-fallback-core-only || 2230 | 1837 | E.184a | Grote Dwarsstraat | 1837-fallback-core-only || 2231 | 1837 | E.184b | Grote Dwarsstraat | 1837-fallback-core-only || 2232 | 1837 | E.184c | Grote Dwarsstraat | 1837-fallback-core-only
1211,E190,Groote Dwarsstraat,older-regime,address,yes,matched,yes,4,1706 | 1837 | E.190 | Grote Dwarsstraat | 1837-exact-components || 1707 | 1837 | E.190 | Grote Dwarsstraat | 1837-exact-components || 1708 | 1837 | E.190 | Grote Dwarsstraat | 1837-exact-components || 1709 | 1837 | E.190 | Grote Dwarsstraat | 1837-exact-components
1212,E189,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1710 | 1837 | E.189 | Grote Dwarsstraat | 1837-exact-components || 1711 | 1837 | E.189 | Grote Dwarsstraat | 1837-exact-components
1213,E185,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2840 | 1837 | E.185 | Grote Dwarsstraat | 1837-exact-components
1214,E186,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,2838 | 1837 | E.186 | Grote Dwarsstraat | 1837-exact-components || 2839 | 1837 | E.186 | Grote Dwarsstraat | 1837-exact-components
1215,E187,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1713 | 1837 | E.187 | Grote Dwarsstraat | 1837-exact-components || 1714 | 1837 | E.187 | Grote Dwarsstraat | 1837-exact-components
1216,E188,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,1712 | 1837 | E.188 | Grote Dwarsstraat | 1837-exact-components
1217,E191,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1703 | 1837 | E.191 | Grote Dwarsstraat | 1837-exact-components || 1705 | 1837 | E.191 | Grote Dwarsstraat | 1837-exact-components
1218,E81,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,2430 | 1837 | E. 81 | Steenbakkersgracht | 1837-exact-components || 2431 | 1837 | E. 81 | Steenbakkersgracht | 1837-exact-components
1219,E195,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1697 | 1837 | E.195 | Grote Dwarsstraat | 1837-exact-components || 1698 | 1837 | E.195 | Grote Dwarsstraat | 1837-exact-components
1220,E194a,Groote Dwarsstraat,older-regime,address,yes,matched,yes,3,1699 | 1837 | E.194b | Grote Dwarsstraat | 1837-fallback-core-only || 1700 | 1837 | E.194a | Grote Dwarsstraat | 1837-exact-components || 1701 | 1837 | E.194a | Grote Dwarsstraat | 1837-exact-components
1221,E193,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,1702 | 1837 | E.193 | Grote Dwarsstraat | 1837-exact-components
1222,E192,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,1704 | 1837 | E.192 | Grote Dwarsstraat | 1837-exact-components
1223,E196,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2461 | 1837 | E.196 | Grote Dwarsstraat | 1837-exact-components
1224,E199b,Groote Dwarsstraat,older-regime,address,yes,matched,yes,3,1916 | 1837 | E.199a | Grote Dwarsstraat | 1837-fallback-core-only || 1917 | 1837 | E.199 | Grote Dwarsstraat | 1837-fallback-core-only || 1919 | 1837 | E.199b | Grote Dwarsstraat | 1837-exact-components
1225,E197a,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2270 | 1837 | E.197 | Grote Dwarsstraat | 1837-fallback-core-only
1226,E198,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1695 | 1837 | E.198 | Grote Dwarsstraat | 1837-exact-components || 1696 | 1837 | E.198 | Grote Dwarsstraat | 1837-exact-components
1227,E200,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,3805 | 1837 | E.200 | Grote Dwarsstraat | 1837-exact-components
1228,E206,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2602 | 1837 | E.206 | Grote Dwarsstraat | 1837-exact-components
1229,E201,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2466 | 1837 | E.201 | Grote Dwarsstraat | 1837-exact-components
1230,E205,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2601 | 1837 | E.205 | Grote Dwarsstraat | 1837-exact-components
1231,E204,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1722 | 1837 | E.204 | Grote Dwarsstraat | 1837-exact-components || 1723 | 1837 | E.204 | Grote Dwarsstraat | 1837-exact-components
1232,E203,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,2484 | 1837 | E.203 | Grote Dwarsstraat | 1837-exact-components || 2485 | 1837 | E.203 | Grote Dwarsstraat | 1837-exact-components
1233,E202,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,2459 | 1837 | E.202 | Grote Dwarsstraat | 1837-exact-components || 2460 | 1837 | E.202 | Grote Dwarsstraat | 1837-exact-components
1234,E207b,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,2457 | 1837 | E.207a | Grote Dwarsstraat | 1837-fallback-core-only || 2458 | 1837 | E.207b | Grote Dwarsstraat | 1837-exact-components
1235,E214,Drambrandersgracht,older-regime,address,yes,matched,yes,3,2584 | 1837 | E.214 | Grote Dwarsstraat | 1837-exact-components || 2585 | 1837 | E.214 | Grote Dwarsstraat | 1837-exact-components || 2586 | 1837 | E.214 | Grote Dwarsstraat | 1837-exact-components
1236,E213,Drambrandersgracht,older-regime,address,yes,matched,yes,4,1811 | 1837 | E.213 | Grote Dwarsstraat | 1837-exact-components || 1812 | 1837 | E.213 | Grote Dwarsstraat | 1837-exact-components || 1813 | 1837 | E.213 | Grote Dwarsstraat | 1837-exact-components || 1814 | 1837 | E.213 | Grote Dwarsstraat | 1837-exact-components
1237,E212,Drambrandersgracht,older-regime,address,yes,matched,yes,1,1815 | 1837 | E.212 | Grote Dwarsstraat | 1837-exact-components
1238,E211,Groote Dwarsstraat,older-regime,address,yes,matched,yes,6,2221 | 1837 | E.211 | Grote Dwarsstraat | 1837-exact-components || 2222 | 1837 | E.211 | Grote Dwarsstraat | 1837-exact-components || 2223 | 1837 | E.211a | Grote Dwarsstraat | 1837-fallback-core-only || 2224 | 1837 | E.211b | Grote Dwarsstraat | 1837-fallback-core-only || 2225 | 1837 | E.211 | Grote Dwarsstraat | 1837-exact-components || 2226 | 1837 | E.211 | Grote Dwarsstraat | 1837-exact-components
1239,E208,Groote Dwarsstraat,older-regime,address,yes,matched,yes,1,2792 | 1837 | E.208 | Grote Dwarsstraat | 1837-exact-components
1240,E209,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1718 | 1837 | E.209 | Grote Dwarsstraat | 1837-exact-components || 1719 | 1837 | E.209 | Grote Dwarsstraat | 1837-exact-components
1241,E210,Groote Dwarsstraat,older-regime,address,yes,matched,yes,2,1720 | 1837 | E.210 | Grote Dwarsstraat | 1837-exact-components || 1721 | 1837 | E.210 | Grote Dwarsstraat | 1837-exact-components
1242,E215,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,5,2311 | 1837 | E.215 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2312 | 1837 | E.215 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2313 | 1837 | E.215 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2314 | 1837 | E.215 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2315 | 1837 | E.215 | Zwartenhovenbrugstraat | 1837-exact-components+street
1243,E224,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,1537 | 1837 | E.224 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1538 | 1837 | E.224 | Zwartenhovenbrugstraat | 1837-exact-components+street
1244,E223,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,2752 | 1837 | E.223 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2753 | 1837 | E.223 | Zwartenhovenbrugstraat | 1837-exact-components+street
1245,E216,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2597 | 1837 | E.216 | Zwartenhovenbrugstraat | 1837-exact-components+street
1246,E217,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,1545 | 1837 | E.217 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1546 | 1837 | E.217 | Zwartenhovenbrugstraat | 1837-exact-components+street
1247,E222,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2372 | 1837 | E.222 | Zwartenhovenbrugstraat | 1837-exact-components+street
1248,E218,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,2583 | 1837 | E.218 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2600 | 1837 | E.218 | Zwartenhovenbrugstraat | 1837-exact-components+street
1249,E221,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2589 | 1837 | E.221 | Zwartenhovenbrugstraat | 1837-exact-components+street
1250,E219,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2593 | 1837 | E.219 | Zwartenhovenbrugstraat | 1837-exact-components+street
1251,E220,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2592 | 1837 | E.220 | Zwartenhovenbrugstraat | 1837-exact-components+street
1252,E225a,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,7,2288 | 1837 | E.225b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2289 | 1837 | E.225c | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2367 | 1837 | E.225ab | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2368 | 1837 | E.225 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2369 | 1837 | E.225a | Zwartenhovenbrugstraat | 1837-exact-components+street || 2370 | 1837 | E.225 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2371 | 1837 | E.225 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
1253,E232,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,4,1511 | 1837 | E.232 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1512 | 1837 | E.232 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1513 | 1837 | E.232 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1514 | 1837 | E.232 | Zwartenhovenbrugstraat | 1837-exact-components+street
1254,E231,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,1519 | 1837 | E.231 | Zwartenhovenbrugstraat | 1837-exact-components+street
1255,E227,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,1527 | 1837 | E.227a | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 1528 | 1837 | E.227b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street
1256,E228,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,1526 | 1837 | E.228 | Zwartenhovenbrugstraat | 1837-exact-components+street
1257,E229,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2306 | 1837 | E.229 | Zwartenhovenbrugstraat | 1837-exact-components+street
1258,E230,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,2467 | 1837 | E.230 | Zwartenhovenbrugstraat | 1837-exact-components+street
1259,E233,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,2361 | 1837 | E.233 | Zwartenhovenbrugstraat | 1837-exact-components+street || 2366 | 1837 | E.233 | Zwartenhovenbrugstraat | 1837-exact-components+street
1260,E239,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,2,1495 | 1837 | E.239 | Zwartenhovenbrugstraat | 1837-exact-components+street || 1496 | 1837 | E.239 | Zwartenhovenbrugstraat | 1837-exact-components+street
1261,E238,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,1,1497 | 1837 | E.238 | Zwartenhovenbrugstraat | 1837-exact-components+street
1262,E234c,Zwartenhovenbrugstraat,older-regime,address,yes,matched,yes,4,2362 | 1837 | E.234a | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2363 | 1837 | E.234b | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2364 | 1837 | E.234 | Zwartenhovenbrugstraat | 1837-fallback-core-only+street || 2365 | 1837 | E.234c | Zwartenhovenbrugstraat | 1837-exact-components+street
