europeanaId,europeanaGuid,europeanaType,field,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,termAmbiguityCount,surinameConfidence,isStrictSuriname,naturalHistoryFlag,title,snippet,plantationContextHint,streetContextHint,lowHangingSpecific,reviewBucket
/2058632/ee02c202_6d2f_0630_89b9_715c62408b93_media_feabf64f_6e10_02bc_32a9_868f5f2a42c4,https://www.europeana.eu/item/2058632/ee02c202_6d2f_0630_89b9_715c62408b93_media_feabf64f_6e10_02bc_32a9_868f5f2a42c4?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht voorgevel, fietser op de voorgrond | Suriname Reis Loek Tangel","Overzicht voorgevel, fietser op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/ee02c202_6d2f_0630_89b9_715c62408b93_media_feabf64f_6e10_02bc_32a9_868f5f2a42c4,https://www.europeana.eu/item/2058632/ee02c202_6d2f_0630_89b9_715c62408b93_media_feabf64f_6e10_02bc_32a9_868f5f2a42c4?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht voorgevel, fietser op de voorgrond | Suriname Reis Loek Tangel","Overzicht voorgevel, fietser op de voorgrond | Suriname Reis Loek Tangel",false,false,false,needs-review
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Dominestraat,dominestraat,Domineestraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","it de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Dominestraat,dominestraat,Domineestraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","it de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Maagdenstraat,maagdenstraat,Maagdenstraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","zien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Maagdenstraat,maagdenstraat,Maagdenstraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","zien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d,https://www.europeana.eu/item/2058632/ee74c979_c6d2_0d9c_607b_5a785689525e_media_f6ebeed9_61ba_5942_4557_7fc46837714d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Steenbakkerijstraat,steenbakkerijstraat,Steenbakkerijstraat,paramaribo-street-standardization,,1,probable,true,false,"Paramaribo vanuit de lucht bezien met zicht op 'Winkeldriehoek', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel","', Dominestraat, Maagdenstraat Jodenbreestraat en Steenbakkerijstraat | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Saramaccastraat,saramaccastraat,Saramaccastraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Saramaccastraat,saramaccastraat,Saramaccastraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,true,true,high-precision
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","eine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","eine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","eine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690,https://www.europeana.eu/item/2058632/ee9a7c93_b7dc_3559_3f8c_fe0e5eac622b_media_ccbfa5d2_9c2e_cb4f_1e58_78287f09d690?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Overzicht van de historische bebouwing op de hoek met de kleine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel","eine Saramaccastraat, passerende voetganger op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792,https://www.europeana.eu/item/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Kerkplein,kerkplein,Kerkplein,paramaribo-street-standardization,,1,probable,true,false,"Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant","vengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant",false,true,true,high-precision
/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792,https://www.europeana.eu/item/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Kerkplein,kerkplein,Kerkplein,paramaribo-street-standardization,,1,probable,true,false,"Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant","vengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant",false,true,true,high-precision
/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792,https://www.europeana.eu/item/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,probable,true,false,"Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant","Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant",false,true,true,high-precision
/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792,https://www.europeana.eu/item/2058632/eec0624a_0c1e_a57d_21cb_764f921470a3_media_9677ec81_f3d9_3ec4_c1e7_7b3434964792?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Waterkant,waterkant,Waterkant,paramaribo-street-standardization,,1,probable,true,false,"Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant","Bovengalerij van Waterkant 14 | Voormalige pastorie Kerkplein, verplaatst in 1967 naar Waterkant",false,true,true,high-precision
/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3,https://www.europeana.eu/item/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Vooraanzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel","anzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3,https://www.europeana.eu/item/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Vooraanzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel","anzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3,https://www.europeana.eu/item/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Vooraanzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel","anzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3,https://www.europeana.eu/item/2058632/f054cf0b_66fd_1aa5_d5d1_1a9e01712199_media_1051bd9d_43f5_bba0_6776_0b400dbe5cb3?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Vooraanzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel","anzicht voorgevels, passerende voetgangster op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55,https://www.europeana.eu/item/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Monument ter nagedachtenis aan de Staatsgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel","sgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55,https://www.europeana.eu/item/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01232,2,probable,true,false,"Monument ter nagedachtenis aan de Staatsgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel","sgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55,https://www.europeana.eu/item/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Monument ter nagedachtenis aan de Staatsgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel","sgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55,https://www.europeana.eu/item/2058632/f139b873_34ec_074b_2874_4bbc9b97b20b_media_9c134a9e_8e22_4ca3_4c7b_68f5fd4faa55?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Voorgrond,voorgrond,Voorgrond,stm-gazetteer,stm-01471,2,probable,true,false,"Monument ter nagedachtenis aan de Staatsgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel","sgreep van 25 februari 1980, bloemenkransen op de voorgrond | Suriname reis Loek Tangel",false,false,false,needs-review
/2058632/f1a201a5_1318_9eed_902c_203a9977ff75_media_d745cd1b_3d1c_f91c_9728_fdf80f6da835,https://www.europeana.eu/item/2058632/f1a201a5_1318_9eed_902c_203a9977ff75_media_d745cd1b_3d1c_f91c_9728_fdf80f6da835?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,probable,true,false,"Portugees Israëlitische Synagoge, bijgebouw bij zijde Gravenstraat | Tijdens opening expositie","ugees Israëlitische Synagoge, bijgebouw bij zijde Gravenstraat | Tijdens opening expositie",false,true,true,high-precision
/2058632/f1a201a5_1318_9eed_902c_203a9977ff75_media_d745cd1b_3d1c_f91c_9728_fdf80f6da835,https://www.europeana.eu/item/2058632/f1a201a5_1318_9eed_902c_203a9977ff75_media_d745cd1b_3d1c_f91c_9728_fdf80f6da835?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Gravenstraat,gravenstraat,Gravenstraat,paramaribo-street-standardization,,1,probable,true,false,"Portugees Israëlitische Synagoge, bijgebouw bij zijde Gravenstraat | Tijdens opening expositie","ugees Israëlitische Synagoge, bijgebouw bij zijde Gravenstraat | Tijdens opening expositie",false,true,true,high-precision
/2058632/f24972c5_7270_e439_52b9_cb4b53bb8cf6_media_45950c63_c9c2_4b4a_f60a_f507d1ad1dca,https://www.europeana.eu/item/2058632/f24972c5_7270_e439_52b9_cb4b53bb8cf6_media_45950c63_c9c2_4b4a_f60a_f507d1ad1dca?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,plantation,Jodensavanne,jodensavanne,Jodensavanne,stm-gazetteer,stm-02274,1,probable,true,false,"Overzicht dorpswoningen | Suriname Reis Loek Tangel, Gefotografeerd onderweg naar Jodensavanne","me Reis Loek Tangel, Gefotografeerd onderweg naar Jodensavanne",false,false,false,needs-review
/2058632/f24972c5_7270_e439_52b9_cb4b53bb8cf6_media_45950c63_c9c2_4b4a_f60a_f507d1ad1dca,https://www.europeana.eu/item/2058632/f24972c5_7270_e439_52b9_cb4b53bb8cf6_media_45950c63_c9c2_4b4a_f60a_f507d1ad1dca?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,plantation,Jodensavanne,jodensavanne,Jodensavanne,stm-gazetteer,stm-02274,1,probable,true,false,"Overzicht dorpswoningen | Suriname Reis Loek Tangel, Gefotografeerd onderweg naar Jodensavanne","me Reis Loek Tangel, Gefotografeerd onderweg naar Jodensavanne",false,false,false,needs-review
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Grote Hofstraat,grote hofstraat,Grote Hofstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Grote Hofstraat,grote hofstraat,Grote Hofstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Hofstraat,hofstraat,Hofstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Hofstraat,hofstraat,Hofstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Watermolenstraat,watermolenstraat,Watermolenstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b,https://www.europeana.eu/item/2058632/f2d8a00c_086f_ed25_8615_f7dd0183f710_media_b7fc7442_7ccc_c5ea_0e28_98d47435d92b?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Watermolenstraat,watermolenstraat,Watermolenstraat,paramaribo-street-standardization,,1,probable,true,false,"Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum","Hoekpand Watermolenstraat 35, galerijzijde Grote Hofstraat | Foto collectie Surinaams Museum",false,true,true,high-precision
/2058632/f3550bb5_3519_1df9_bcee_22d7df229a88_media_a629291d_39ea_6733_cdcb_111f94c7ad8d,https://www.europeana.eu/item/2058632/f3550bb5_3519_1df9_bcee_22d7df229a88_media_a629291d_39ea_6733_cdcb_111f94c7ad8d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,title,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht van de voorgevel, hoek Jodenbreestraat | Suriname Reis Loek Tangel","Overzicht van de voorgevel, hoek Jodenbreestraat | Suriname Reis Loek Tangel",false,true,true,high-precision
/2058632/f3550bb5_3519_1df9_bcee_22d7df229a88_media_a629291d_39ea_6733_cdcb_111f94c7ad8d,https://www.europeana.eu/item/2058632/f3550bb5_3519_1df9_bcee_22d7df229a88_media_a629291d_39ea_6733_cdcb_111f94c7ad8d?utm_source=api&utm_medium=api&utm_campaign=ookerleus,IMAGE,description,street,Jodenbreestraat,jodenbreestraat,Jodenbreestraat,paramaribo-street-standardization,,1,probable,true,false,"Overzicht van de voorgevel, hoek Jodenbreestraat | Suriname Reis Loek Tangel","Overzicht van de voorgevel, hoek Jodenbreestraat | Suriname Reis Loek Tangel",false,true,true,high-precision
